N,a_SP_to_CD_controls,b_CD_to_IR_controls,c_prime_SP_to_IR_controls,indirect_median,indirect_ci_2.5,indirect_ci_97.5
413,0.906,0.4895,0.5008,0.4257827146012921,0.2658805665092944,0.5960738026338291
