N,a_SP_to_CD,b_CD_to_IR_given_SP,c_prime_SP_to_IR_given_CD,c_total_SP_to_IR,indirect_median,indirect_ci_2.5,indirect_ci_97.5
413,0.9367494852755559,0.5025239552892659,0.506983239345291,0.9777222958011494,0.462582022320689,0.30396352659048265,0.63184937865639
